Model_ID,Model_Name,Model_Type,Model_Version,Date,Daily_Volume,Performance_Metrics,Company_Name
889,Model 10,Regression,2,1/9/2023,3776,1.58,Nationwide
890,Model 10,Regression,1,1/10/2023,2601,2.86,Nationwide
891,Model 10,Regression,2,1/10/2023,1942,0.67,Nationwide
892,Model 10,Regression,1,1/11/2023,4755,2.36,Nationwide
893,Model 10,Regression,2,1/11/2023,2225,1.16,Nationwide
894,Model 10,Regression,1,1/12/2023,3241,2.18,Nationwide
895,Model 10,Regression,2,1/12/2023,4738,4.56,Nationwide
896,Model 10,Regression,1,1/13/2023,1506,1.38,Nationwide
897,Model 10,Regression,2,1/13/2023,3569,3.96,Nationwide
898,Model 10,Regression,1,1/14/2023,1679,1,Nationwide
899,Model 10,Regression,2,1/14/2023,2640,2.86,Nationwide
900,Model 10,Regression,1,1/15/2023,1536,1.67,Nationwide
901,Model 10,Regression,2,1/15/2023,2125,1.93,Nationwide
902,Model 10,Regression,1,1/16/2023,4889,3.96,Nationwide
903,Model 10,Regression,2,1/16/2023,3543,3.11,Nationwide
904,Model 10,Regression,1,1/17/2023,1351,0.4,Nationwide
905,Model 10,Regression,2,1/17/2023,2224,3.41,Nationwide
906,Model 10,Regression,1,1/18/2023,3520,3.43,Nationwide
907,Model 10,Regression,2,1/18/2023,1046,3.92,Nationwide
908,Model 10,Regression,1,1/19/2023,3949,3.04,Nationwide
909,Model 10,Regression,2,1/19/2023,2857,4.77,Nationwide
910,Model 10,Regression,1,1/20/2023,1113,1.4,Nationwide
911,Model 10,Regression,2,1/20/2023,1116,0.48,Nationwide
912,Model 10,Regression,1,1/21/2023,4031,2.29,Nationwide
913,Model 10,Regression,2,1/21/2023,3329,3.45,Nationwide
914,Model 10,Regression,1,1/22/2023,1387,1.66,Nationwide
915,Model 10,Regression,2,1/22/2023,1568,4.29,Nationwide
916,Model 10,Regression,1,1/23/2023,3810,2.95,Nationwide
917,Model 10,Regression,2,1/23/2023,4108,0.79,Nationwide
918,Model 10,Regression,1,1/24/2023,2069,3.79,Nationwide
919,Model 10,Regression,2,1/24/2023,4392,5,Nationwide
920,Model 10,Regression,1,1/25/2023,3983,3.18,Nationwide
921,Model 10,Regression,2,1/25/2023,4319,0.5,Nationwide
922,Model 10,Regression,1,1/26/2023,2787,0.55,Nationwide
923,Model 10,Regression,2,1/26/2023,4741,4.94,Nationwide
924,Model 10,Regression,1,1/27/2023,2043,2.27,Nationwide
925,Model 10,Regression,2,1/27/2023,2121,1.7,Nationwide
926,Model 10,Regression,1,1/28/2023,4816,0.72,Nationwide
927,Model 10,Regression,2,1/28/2023,3800,4.26,Nationwide
928,Model 10,Regression,1,1/29/2023,3614,4.74,Nationwide
929,Model 10,Regression,2,1/29/2023,4289,2.5,Nationwide
930,Model 10,Regression,1,1/30/2023,1501,0.18,Nationwide
931,Model 10,Regression,2,1/30/2023,1448,1.23,Nationwide
932,Model 10,Regression,1,1/31/2023,1127,1.92,Nationwide
933,Model 10,Regression,2,1/31/2023,4695,3.84,Nationwide
934,Model 10,Regression,1,2/1/2023,1156,1.51,Nationwide
935,Model 10,Regression,2,2/1/2023,4933,0.78,Nationwide
936,Model 10,Regression,1,2/2/2023,2210,1.42,Nationwide
937,Model 10,Regression,2,2/2/2023,4533,4.66,Nationwide
938,Model 10,Regression,1,2/3/2023,1192,1.24,Nationwide
939,Model 10,Regression,2,2/3/2023,3086,2.66,Nationwide
940,Model 10,Regression,1,2/4/2023,1155,0.15,Nationwide
941,Model 10,Regression,2,2/4/2023,4950,4.87,Nationwide
942,Model 10,Regression,1,2/5/2023,1005,3.54,Nationwide
943,Model 10,Regression,2,2/5/2023,2413,3.81,Nationwide
944,Model 11,Regression,1,1/13/2023,1030,2.34,Allstate
945,Model 11,Regression,1,1/14/2023,2989,2.49,Allstate
946,Model 11,Regression,1,1/15/2023,3027,3.67,Allstate
947,Model 11,Regression,1,1/16/2023,4091,3.46,Allstate
948,Model 11,Regression,1,1/17/2023,4059,3.52,Allstate
949,Model 11,Regression,1,1/18/2023,3558,2.65,Allstate
950,Model 11,Regression,1,1/19/2023,1539,3.45,Allstate
951,Model 11,Regression,1,1/20/2023,1970,4.31,Allstate
952,Model 11,Regression,1,1/21/2023,3067,4.21,Allstate
953,Model 11,Regression,1,1/22/2023,2971,1.38,Allstate
954,Model 11,Regression,1,1/23/2023,1637,1.51,Allstate
955,Model 11,Regression,1,1/24/2023,1966,4.31,Allstate
956,Model 11,Regression,1,1/25/2023,3131,2.53,Allstate
957,Model 11,Regression,1,1/26/2023,3271,3.76,Allstate
958,Model 11,Regression,1,1/27/2023,3839,4.33,Allstate
959,Model 11,Regression,1,1/28/2023,2559,0.38,Allstate
960,Model 11,Regression,1,1/29/2023,3118,1.1,Allstate
961,Model 11,Regression,1,1/30/2023,2919,0.09,Allstate
962,Model 11,Regression,1,1/31/2023,1654,2.67,Allstate
963,Model 11,Regression,1,2/1/2023,3003,2.34,Allstate
964,Model 11,Regression,1,2/2/2023,2248,1.14,Allstate
965,Model 11,Regression,1,2/3/2023,3844,3.87,Allstate
966,Model 11,Regression,1,2/4/2023,3783,3.2,Allstate
967,Model 11,Regression,1,2/5/2023,1988,2.01,Allstate
968,Model 11,Regression,1,2/6/2023,1688,4.41,Allstate
969,Model 11,Regression,1,2/7/2023,3806,3.81,Allstate
970,Model 11,Regression,1,2/8/2023,4769,3.02,Allstate
971,Model 11,Regression,1,2/9/2023,1960,3.76,Allstate
972,Model 11,Regression,1,2/10/2023,2173,0.53,Allstate
973,Model 11,Regression,1,2/11/2023,3276,4.6,Allstate
974,Model 11,Regression,1,2/12/2023,2677,4.01,Allstate
975,Model 11,Regression,1,2/13/2023,2336,3.1,Allstate
976,Model 11,Regression,1,2/14/2023,2623,2.71,Allstate
977,Model 11,Regression,1,2/15/2023,4388,1.64,Allstate
978,Model 11,Regression,1,2/16/2023,4743,2.04,Allstate
979,Model 11,Regression,1,2/17/2023,1105,2.38,Allstate
980,Model 11,Regression,1,2/18/2023,1471,4.86,Allstate
981,Model 12,Regression,2,5/5/2021,4568,3.12,Liberty Mutual
982,Model 12,Regression,2,5/6/2021,4752,1.89,Liberty Mutual
983,Model 12,Regression,2,5/7/2021,1232,1.26,Liberty Mutual
984,Model 12,Regression,2,5/8/2021,4290,2.65,Liberty Mutual
985,Model 12,Regression,2,5/9/2021,4030,2.42,Liberty Mutual
986,Model 12,Regression,2,5/10/2021,4972,3.06,Liberty Mutual
987,Model 12,Regression,2,5/11/2021,4220,3.58,Liberty Mutual
988,Model 12,Regression,2,5/12/2021,2384,0.55,Liberty Mutual
989,Model 12,Regression,2,5/13/2021,3366,0.22,Liberty Mutual
990,Model 12,Regression,2,5/14/2021,2214,0.64,Liberty Mutual
991,Model 12,Regression,2,5/15/2021,4295,0.46,Liberty Mutual
992,Model 12,Regression,2,5/16/2021,4708,1.99,Liberty Mutual
993,Model 12,Regression,2,5/17/2021,2892,4.42,Liberty Mutual
994,Model 12,Regression,2,5/18/2021,3962,3.54,Liberty Mutual
995,Model 12,Regression,2,5/19/2021,4396,1.54,Liberty Mutual
996,Model 12,Regression,2,5/20/2021,2159,3.15,Liberty Mutual
997,Model 12,Regression,2,5/21/2021,2210,2.18,Liberty Mutual
998,Model 12,Regression,2,5/22/2021,4929,2.35,Liberty Mutual
999,Model 12,Regression,2,5/23/2021,1567,1.45,Liberty Mutual
1000,Model 12,Regression,2,5/24/2021,1214,3.23,Liberty Mutual
1001,Model 12,Regression,2,5/25/2021,4391,3.2,Liberty Mutual
1002,Model 12,Regression,2,5/26/2021,3633,2.42,Liberty Mutual
1003,Model 12,Regression,2,5/27/2021,1203,0.33,Liberty Mutual
1004,Model 12,Regression,2,5/28/2021,1113,2.36,Liberty Mutual
1005,Model 12,Regression,2,5/29/2021,3583,4.06,Liberty Mutual
1006,Model 12,Regression,2,5/30/2021,4941,0.35,Liberty Mutual
1007,Model 12,Regression,2,5/31/2021,1840,2.68,Liberty Mutual
1008,Model 12,Regression,2,6/1/2021,2659,0.94,Liberty Mutual
1009,Model 12,Regression,2,6/2/2021,1308,2.59,Liberty Mutual
1010,Model 12,Regression,2,6/3/2021,2594,1.05,Liberty Mutual
1011,Model 12,Regression,2,6/4/2021,1506,0.56,Liberty Mutual
1012,Model 12,Regression,2,6/5/2021,3823,4.75,Liberty Mutual
1013,Model 12,Regression,2,6/6/2021,2322,3.21,Liberty Mutual
1014,Model 12,Regression,2,6/7/2021,3753,0.83,Liberty Mutual
1015,Model 12,Regression,2,6/8/2021,4573,0.61,Liberty Mutual
1016,Model 12,Regression,2,6/9/2021,1205,2.93,Liberty Mutual
1017,Model 12,Regression,2,6/10/2021,2888,0.81,Liberty Mutual
1018,Model 12,Regression,2,6/11/2021,2695,4.98,Liberty Mutual
1019,Model 12,Regression,2,6/12/2021,4217,2.65,Liberty Mutual
1020,Model 12,Regression,2,6/13/2021,1026,1.53,Liberty Mutual
1021,Model 12,Regression,2,6/14/2021,2344,2.2,Liberty Mutual
1022,Model 12,Regression,2,6/15/2021,3306,4.61,Liberty Mutual
1023,Model 12,Regression,2,6/16/2021,4178,2.54,Liberty Mutual
1024,Model 12,Regression,2,6/17/2021,3269,4.6,Liberty Mutual
1025,Model 12,Regression,2,6/18/2021,2991,3.25,Liberty Mutual
1026,Model 12,Regression,2,6/19/2021,3453,2.53,Liberty Mutual
1027,Model 12,Regression,2,6/20/2021,1252,1.11,Liberty Mutual
1028,Model 12,Regression,2,6/21/2021,2695,3.66,Liberty Mutual
1029,Model 12,Regression,2,6/22/2021,3893,1.85,Liberty Mutual
1030,Model 12,Regression,2,6/23/2021,2522,0.66,Liberty Mutual
1031,Model 12,Regression,2,6/24/2021,4577,3.09,Liberty Mutual
1032,Model 12,Regression,2,6/25/2021,1221,4.45,Liberty Mutual
1033,Model 12,Regression,2,6/26/2021,2202,3.7,Liberty Mutual
1034,Model 12,Regression,2,6/27/2021,2821,4.88,Liberty Mutual
1035,Model 13,Regression,1,8/3/2021,2240,1.04,Nationwide
1036,Model 13,Regression,3,8/3/2021,1405,0.17,Nationwide
1037,Model 13,Regression,1,8/4/2021,3031,0.31,Nationwide
1038,Model 13,Regression,3,8/4/2021,2705,2.94,Nationwide
1039,Model 13,Regression,1,8/5/2021,4852,4.14,Nationwide
1040,Model 13,Regression,3,8/5/2021,1623,4.62,Nationwide
1041,Model 13,Regression,1,8/6/2021,1667,1.93,Nationwide
1042,Model 13,Regression,3,8/6/2021,3137,2.44,Nationwide
1043,Model 13,Regression,1,8/7/2021,2801,1.49,Nationwide
1044,Model 13,Regression,3,8/7/2021,1677,0.39,Nationwide
1045,Model 13,Regression,1,8/8/2021,1177,4.37,Nationwide
1046,Model 13,Regression,3,8/8/2021,2792,3.85,Nationwide
1047,Model 13,Regression,1,8/9/2021,2019,1.86,Nationwide
1048,Model 13,Regression,3,8/9/2021,4307,0.36,Nationwide
1049,Model 13,Regression,1,8/10/2021,2025,2.06,Nationwide
1050,Model 13,Regression,3,8/10/2021,1591,4.97,Nationwide
1051,Model 13,Regression,1,8/11/2021,4259,1.04,Nationwide
1052,Model 13,Regression,3,8/11/2021,2887,3.65,Nationwide
1053,Model 13,Regression,1,8/12/2021,1261,3.01,Nationwide
1054,Model 13,Regression,3,8/12/2021,1665,4.72,Nationwide
1055,Model 13,Regression,1,8/13/2021,3249,1.41,Nationwide
1056,Model 13,Regression,3,8/13/2021,1657,2.08,Nationwide
1057,Model 13,Regression,1,8/14/2021,2630,1.82,Nationwide
1058,Model 13,Regression,3,8/14/2021,1148,0.73,Nationwide
1059,Model 13,Regression,1,8/15/2021,3253,2.7,Nationwide
1060,Model 13,Regression,3,8/15/2021,1018,4.2,Nationwide
1061,Model 13,Regression,1,8/16/2021,4344,2.53,Nationwide
1062,Model 13,Regression,3,8/16/2021,2430,2.06,Nationwide
1063,Model 13,Regression,1,8/17/2021,2551,2.5,Nationwide
1064,Model 13,Regression,3,8/17/2021,4130,0.53,Nationwide
1065,Model 13,Regression,1,8/18/2021,4348,1.36,Nationwide
1066,Model 13,Regression,3,8/18/2021,1593,2.99,Nationwide
1067,Model 13,Regression,1,8/19/2021,2620,4.91,Nationwide
1068,Model 13,Regression,3,8/19/2021,4027,4.52,Nationwide
1069,Model 13,Regression,1,8/20/2021,4122,3.17,Nationwide
1070,Model 13,Regression,3,8/20/2021,3855,1.82,Nationwide
1071,Model 13,Regression,1,8/21/2021,3113,2.12,Nationwide
1072,Model 13,Regression,3,8/21/2021,4696,4.61,Nationwide
1073,Model 13,Regression,1,8/22/2021,4496,3.99,Nationwide
1074,Model 13,Regression,3,8/22/2021,4597,0.94,Nationwide
1075,Model 13,Regression,1,8/23/2021,2565,4.62,Nationwide
1076,Model 13,Regression,3,8/23/2021,1755,4.57,Nationwide
1077,Model 13,Regression,1,8/24/2021,2754,2.41,Nationwide
1078,Model 13,Regression,3,8/24/2021,3169,3.29,Nationwide
1079,Model 13,Regression,1,8/25/2021,3843,1.78,Nationwide
1080,Model 13,Regression,3,8/25/2021,1881,0.12,Nationwide
1081,Model 13,Regression,1,8/26/2021,1987,3.09,Nationwide
1082,Model 13,Regression,3,8/26/2021,1931,3.77,Nationwide
1083,Model 13,Regression,1,8/27/2021,2341,1.65,Nationwide
1084,Model 13,Regression,3,8/27/2021,3802,1.16,Nationwide
1085,Model 13,Regression,1,8/28/2021,3482,2.31,Nationwide
1086,Model 13,Regression,3,8/28/2021,2075,0.7,Nationwide
1087,Model 13,Regression,1,8/29/2021,2401,1.69,Nationwide
1088,Model 13,Regression,3,8/29/2021,3256,0.17,Nationwide
1089,Model 13,Regression,1,8/30/2021,1832,4.15,Nationwide
1090,Model 13,Regression,3,8/30/2021,1084,3.73,Nationwide
1091,Model 13,Regression,1,8/31/2021,3662,0.4,Nationwide
1092,Model 13,Regression,3,8/31/2021,1295,0.4,Nationwide
1093,Model 13,Regression,1,9/1/2021,1825,0.88,Nationwide
1094,Model 13,Regression,3,9/1/2021,2726,1.96,Nationwide
1095,Model 13,Regression,1,9/2/2021,3378,1.65,Nationwide
1096,Model 13,Regression,3,9/2/2021,2079,0.53,Nationwide
1097,Model 13,Regression,1,9/3/2021,4941,1.18,Nationwide
1098,Model 13,Regression,3,9/3/2021,3709,1.43,Nationwide
1099,Model 13,Regression,1,9/4/2021,4682,2.47,Nationwide
1100,Model 13,Regression,3,9/4/2021,1676,2.61,Nationwide
1101,Model 13,Regression,1,9/5/2021,2031,0.54,Nationwide
1102,Model 13,Regression,3,9/5/2021,4300,2.2,Nationwide
1103,Model 13,Regression,1,9/6/2021,4149,0.08,Nationwide
1104,Model 13,Regression,3,9/6/2021,2907,4.49,Nationwide
1105,Model 13,Regression,1,9/7/2021,3290,1.94,Nationwide
1106,Model 13,Regression,3,9/7/2021,1837,4.53,Nationwide
1107,Model 13,Regression,1,9/8/2021,1448,1.93,Nationwide
1108,Model 13,Regression,3,9/8/2021,4965,0.9,Nationwide
1109,Model 13,Regression,1,9/9/2021,4185,0.73,Nationwide
1110,Model 13,Regression,3,9/9/2021,1580,2.31,Nationwide
1111,Model 13,Regression,1,9/10/2021,4321,4.13,Nationwide
1112,Model 13,Regression,3,9/10/2021,3392,4.08,Nationwide
1113,Model 13,Regression,1,9/11/2021,2569,1.7,Nationwide
1114,Model 13,Regression,3,9/11/2021,3812,3.23,Nationwide
1115,Model 13,Regression,1,9/12/2021,2231,4.41,Nationwide
1116,Model 13,Regression,3,9/12/2021,2382,3.62,Nationwide
1117,Model 13,Regression,1,9/13/2021,3018,3.75,Nationwide
1118,Model 13,Regression,3,9/13/2021,4320,2.92,Nationwide
1119,Model 13,Regression,1,9/14/2021,1647,0.14,Nationwide
1120,Model 13,Regression,3,9/14/2021,3379,0.08,Nationwide
1121,Model 13,Regression,1,9/15/2021,3048,3.94,Nationwide
1122,Model 13,Regression,3,9/15/2021,1675,1.58,Nationwide
1123,Model 13,Regression,1,9/16/2021,2639,4.7,Nationwide
1124,Model 13,Regression,3,9/16/2021,4899,2.16,Nationwide
1125,Model 13,Regression,1,9/17/2021,2590,3.93,Nationwide
1126,Model 13,Regression,3,9/17/2021,4600,1.56,Nationwide
1127,Model 13,Regression,1,9/18/2021,2438,0.69,Nationwide
1128,Model 13,Regression,3,9/18/2021,1691,1.54,Nationwide
1129,Model 13,Regression,1,9/19/2021,2982,0.35,Nationwide
1130,Model 13,Regression,3,9/19/2021,2218,1.11,Nationwide
1131,Model 13,Regression,1,9/20/2021,4070,3.1,Nationwide
1132,Model 13,Regression,3,9/20/2021,4838,4.17,Nationwide
1133,Model 13,Regression,1,9/21/2021,1320,1.64,Nationwide
1134,Model 13,Regression,3,9/21/2021,2078,3.23,Nationwide
1135,Model 13,Regression,1,9/22/2021,4904,0.61,Nationwide
1136,Model 13,Regression,3,9/22/2021,2141,4.64,Nationwide
1137,Model 14,Classification,1,5/19/2023,3617,"[0.79, 0.76, 0.86]",Nationwide
1138,Model 14,Classification,1,5/20/2023,2875,"[0.93, 0.83, 0.73]",Nationwide
1139,Model 14,Classification,1,5/21/2023,2508,"[0.8, 0.82, 0.82]",Nationwide
1140,Model 14,Classification,1,5/22/2023,1816,"[0.91, 0.82, 0.72]",Nationwide
1141,Model 14,Classification,1,5/23/2023,2401,"[0.9, 0.86, 0.85]",Nationwide
1142,Model 14,Classification,1,5/24/2023,2885,"[0.83, 0.94, 0.89]",Nationwide
1143,Model 14,Classification,1,5/25/2023,3575,"[0.77, 0.72, 0.79]",Nationwide
1144,Model 14,Classification,1,5/26/2023,2874,"[0.82, 0.82, 0.82]",Nationwide
1145,Model 14,Classification,1,5/27/2023,2661,"[0.83, 0.83, 0.71]",Nationwide
1146,Model 14,Classification,1,5/28/2023,3725,"[0.87, 0.7, 0.74]",Nationwide
1147,Model 14,Classification,1,5/29/2023,4661,"[0.75, 0.89, 0.86]",Nationwide
1148,Model 14,Classification,1,5/30/2023,4789,"[0.82, 0.94, 0.92]",Nationwide
1149,Model 14,Classification,1,5/31/2023,2155,"[0.72, 0.71, 0.94]",Nationwide
1150,Model 14,Classification,1,6/1/2023,2110,"[0.92, 0.83, 0.92]",Nationwide
1151,Model 14,Classification,1,6/2/2023,3754,"[0.79, 0.76, 0.82]",Nationwide
1152,Model 14,Classification,1,6/3/2023,4142,"[0.82, 0.74, 0.87]",Nationwide
1153,Model 14,Classification,1,6/4/2023,4985,"[0.86, 0.71, 0.88]",Nationwide
1154,Model 14,Classification,1,6/5/2023,1352,"[0.77, 0.73, 0.92]",Nationwide
1155,Model 14,Classification,1,6/6/2023,2499,"[0.74, 0.77, 0.75]",Nationwide
1156,Model 14,Classification,1,6/7/2023,3336,"[0.73, 0.86, 0.93]",Nationwide
1157,Model 14,Classification,1,6/8/2023,4158,"[0.87, 0.94, 0.91]",Nationwide
1158,Model 14,Classification,1,6/9/2023,3322,"[0.88, 0.93, 0.92]",Nationwide
1159,Model 14,Classification,1,6/10/2023,2541,"[0.87, 0.89, 0.71]",Nationwide
1160,Model 14,Classification,1,6/11/2023,2179,"[0.73, 0.87, 0.83]",Nationwide
1161,Model 14,Classification,1,6/12/2023,4490,"[0.93, 0.74, 0.87]",Nationwide
1162,Model 14,Classification,1,6/13/2023,2128,"[0.8, 0.87, 0.85]",Nationwide
1163,Model 14,Classification,1,6/14/2023,1965,"[0.9, 0.9, 0.71]",Nationwide
1164,Model 14,Classification,1,6/15/2023,3789,"[0.79, 0.72, 0.85]",Nationwide
1165,Model 14,Classification,1,6/16/2023,2479,"[0.76, 0.74, 0.83]",Nationwide
1166,Model 14,Classification,1,6/17/2023,4307,"[0.8, 0.76, 0.89]",Nationwide
1167,Model 14,Classification,1,6/18/2023,1034,"[0.86, 0.85, 0.87]",Nationwide
1168,Model 14,Classification,1,6/19/2023,2692,"[0.76, 0.87, 0.82]",Nationwide
1169,Model 14,Classification,1,6/20/2023,4334,"[0.83, 0.83, 0.85]",Nationwide
1170,Model 14,Classification,1,6/21/2023,1467,"[0.71, 0.83, 0.76]",Nationwide
1171,Model 14,Classification,1,6/22/2023,4672,"[0.81, 0.77, 0.82]",Nationwide
1172,Model 14,Classification,1,6/23/2023,4551,"[0.83, 0.81, 0.92]",Nationwide
1173,Model 14,Classification,1,6/24/2023,3522,"[0.84, 0.92, 0.87]",Nationwide
1174,Model 14,Classification,1,6/25/2023,1430,"[0.94, 0.76, 0.91]",Nationwide
1175,Model 14,Classification,1,6/26/2023,3332,"[0.77, 0.79, 0.89]",Nationwide
1176,Model 14,Classification,1,6/27/2023,4449,"[0.74, 0.85, 0.92]",Nationwide
1177,Model 14,Classification,1,6/28/2023,1070,"[0.87, 0.72, 0.71]",Nationwide
1178,Model 14,Classification,1,6/29/2023,3998,"[0.73, 0.82, 0.89]",Nationwide
1179,Model 14,Classification,1,6/30/2023,1354,"[0.89, 0.88, 0.8]",Nationwide
1180,Model 14,Classification,1,7/1/2023,1163,"[0.88, 0.9, 0.71]",Nationwide
1181,Model 14,Classification,1,7/2/2023,3481,"[0.79, 0.87, 0.93]",Nationwide
1182,Model 14,Classification,1,7/3/2023,4412,"[0.86, 0.78, 0.84]",Nationwide
1183,Model 14,Classification,1,7/4/2023,4798,"[0.8, 0.82, 0.83]",Nationwide
1184,Model 14,Classification,1,7/5/2023,3244,"[0.76, 0.79, 0.86]",Nationwide
1185,Model 14,Classification,1,7/6/2023,4633,"[0.83, 0.79, 0.93]",Nationwide
1186,Model 14,Classification,1,7/7/2023,4574,"[0.89, 0.79, 0.86]",Nationwide
1187,Model 14,Classification,1,7/8/2023,4475,"[0.9, 0.81, 0.93]",Nationwide
1188,Model 14,Classification,1,7/9/2023,3241,"[0.73, 0.71, 0.94]",Nationwide
1189,Model 14,Classification,1,7/10/2023,4289,"[0.77, 0.88, 0.84]",Nationwide
1190,Model 14,Classification,1,7/11/2023,2862,"[0.88, 0.86, 0.77]",Nationwide
1191,Model 14,Classification,1,7/12/2023,1657,"[0.86, 0.92, 0.76]",Nationwide
1192,Model 14,Classification,1,7/13/2023,1702,"[0.71, 0.7, 0.89]",Nationwide
1193,Model 14,Classification,1,7/14/2023,1875,"[0.73, 0.78, 0.74]",Nationwide
1194,Model 14,Classification,1,7/15/2023,1124,"[0.87, 0.78, 0.76]",Nationwide
1195,Model 14,Classification,1,7/16/2023,4755,"[0.79, 0.87, 0.9]",Nationwide
1196,Model 14,Classification,1,7/17/2023,4453,"[0.77, 0.77, 0.78]",Nationwide
1197,Model 14,Classification,1,7/18/2023,2204,"[0.94, 0.93, 0.7]",Nationwide
1198,Model 14,Classification,1,7/19/2023,2714,"[0.8, 0.77, 0.78]",Nationwide
1199,Model 14,Classification,1,7/20/2023,2076,"[0.84, 0.87, 0.79]",Nationwide
1200,Model 14,Classification,1,7/21/2023,1161,"[0.85, 0.93, 0.78]",Nationwide
1201,Model 14,Classification,1,7/22/2023,1062,"[0.79, 0.87, 0.87]",Nationwide
1202,Model 14,Classification,1,7/23/2023,3568,"[0.92, 0.94, 0.79]",Nationwide
1203,Model 14,Classification,1,7/24/2023,2178,"[0.79, 0.9, 0.79]",Nationwide
1204,Model 14,Classification,1,7/25/2023,3405,"[0.73, 0.77, 0.89]",Nationwide
1205,Model 14,Classification,1,7/26/2023,4394,"[0.92, 0.86, 0.73]",Nationwide
1206,Model 14,Classification,1,7/27/2023,1783,"[0.85, 0.89, 0.78]",Nationwide
1207,Model 14,Classification,1,7/28/2023,1152,"[0.79, 0.86, 0.8]",Nationwide
1208,Model 14,Classification,1,7/29/2023,2581,"[0.94, 0.78, 0.86]",Nationwide
1209,Model 14,Classification,1,7/30/2023,1193,"[0.82, 0.86, 0.88]",Nationwide
1210,Model 14,Classification,1,7/31/2023,3912,"[0.75, 0.73, 0.85]",Nationwide
1211,Model 14,Classification,1,8/1/2023,3689,"[0.9, 0.9, 0.94]",Nationwide
1212,Model 14,Classification,1,8/2/2023,2464,"[0.91, 0.76, 0.77]",Nationwide
1213,Model 14,Classification,1,8/3/2023,2560,"[0.75, 0.82, 0.9]",Nationwide
1214,Model 14,Classification,1,8/4/2023,4829,"[0.87, 0.8, 0.83]",Nationwide
1215,Model 14,Classification,1,8/5/2023,1619,"[0.78, 0.87, 0.74]",Nationwide
1216,Model 14,Classification,1,8/6/2023,3652,"[0.8, 0.72, 0.9]",Nationwide
1217,Model 14,Classification,1,8/7/2023,4027,"[0.91, 0.81, 0.85]",Nationwide
1218,Model 14,Classification,1,8/8/2023,4050,"[0.88, 0.72, 0.8]",Nationwide
1219,Model 14,Classification,1,8/9/2023,2547,"[0.84, 0.77, 0.77]",Nationwide
1220,Model 14,Classification,1,8/10/2023,1240,"[0.92, 0.73, 0.72]",Nationwide
1221,Model 14,Classification,1,8/11/2023,4580,"[0.83, 0.9, 0.76]",Nationwide
1222,Model 14,Classification,1,8/12/2023,3990,"[0.82, 0.93, 0.72]",Nationwide
1223,Model 14,Classification,1,8/13/2023,1228,"[0.77, 0.93, 0.72]",Nationwide
1224,Model 14,Classification,1,8/14/2023,3098,"[0.84, 0.82, 0.85]",Nationwide
1225,Model 15,Multi-Class,1,11/15/2022,4755,"[0.79, 0.85, 0.81]",Nationwide
1226,Model 15,Multi-Class,1,11/16/2022,2068,"[0.94, 0.84, 0.74]",Nationwide
1227,Model 15,Multi-Class,1,11/17/2022,1538,"[0.84, 0.93, 0.87]",Nationwide
1228,Model 15,Multi-Class,1,11/18/2022,1939,"[0.89, 0.85, 0.73]",Nationwide
1229,Model 15,Multi-Class,1,11/19/2022,2915,"[0.89, 0.83, 0.81]",Nationwide
1230,Model 15,Multi-Class,1,11/20/2022,2702,"[0.93, 0.89, 0.87]",Nationwide
1231,Model 15,Multi-Class,1,11/21/2022,2116,"[0.77, 0.78, 0.84]",Nationwide
1232,Model 15,Multi-Class,1,11/22/2022,3014,"[0.88, 0.74, 0.85]",Nationwide
1233,Model 15,Multi-Class,1,11/23/2022,4708,"[0.9, 0.74, 0.74]",Nationwide
1234,Model 15,Multi-Class,1,11/24/2022,3673,"[0.84, 0.83, 0.71]",Nationwide
1235,Model 15,Multi-Class,1,11/25/2022,3332,"[0.87, 0.84, 0.77]",Nationwide
1236,Model 15,Multi-Class,1,11/26/2022,3747,"[0.92, 0.77, 0.89]",Nationwide
1237,Model 15,Multi-Class,1,11/27/2022,1961,"[0.93, 0.73, 0.89]",Nationwide
1238,Model 15,Multi-Class,1,11/28/2022,1660,"[0.79, 0.74, 0.84]",Nationwide
1239,Model 15,Multi-Class,1,11/29/2022,2170,"[0.94, 0.72, 0.85]",Nationwide
1240,Model 15,Multi-Class,1,11/30/2022,3771,"[0.81, 0.87, 0.79]",Nationwide
1241,Model 15,Multi-Class,1,12/1/2022,1401,"[0.84, 0.93, 0.77]",Nationwide
1242,Model 15,Multi-Class,1,12/2/2022,3311,"[0.84, 0.8, 0.93]",Nationwide
1243,Model 15,Multi-Class,1,12/3/2022,4202,"[0.83, 0.93, 0.78]",Nationwide
1244,Model 15,Multi-Class,1,12/4/2022,3994,"[0.8, 0.93, 0.73]",Nationwide
1245,Model 15,Multi-Class,1,12/5/2022,2416,"[0.92, 0.9, 0.9]",Nationwide
1246,Model 15,Multi-Class,1,12/6/2022,4112,"[0.81, 0.76, 0.89]",Nationwide
1247,Model 15,Multi-Class,1,12/7/2022,3197,"[0.92, 0.75, 0.75]",Nationwide
1248,Model 15,Multi-Class,1,12/8/2022,4847,"[0.76, 0.77, 0.75]",Nationwide
1249,Model 15,Multi-Class,1,12/9/2022,2496,"[0.74, 0.76, 0.85]",Nationwide
1250,Model 15,Multi-Class,1,12/10/2022,2601,"[0.86, 0.92, 0.84]",Nationwide
1251,Model 15,Multi-Class,1,12/11/2022,1613,"[0.79, 0.89, 0.79]",Nationwide
